"subject_name","subject_key","role","research_status","source_page_url","original_media_url","creator","source_date","width_px","height_px","license_id","license_url","identity_evidence","crop_suitability","review_notes","fallback_asset_id","reviewed_utc"
"Rajesh Khanna","rajesh-khanna","actor","approved","https://commons.wikimedia.org/wiki/File:Rajesh_Khanna_Profile.jpg","https://upload.wikimedia.org/wikipedia/commons/6/6a/Rajesh_Khanna_Profile.jpg","Bollywood Hungama","Not stated on file page","298","439","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0/","Exact subject; existing repository source/cutout is already approved. Preserve it rather than regenerate.","Exact subject; existing repository source/cutout is already approved. Preserve it rather than regenerate.","Existing verified catalog asset: people/rajesh-khanna-cutout-v2.png; keep its current attribution and VRT evidence. Cropped from original: http://www.bollywoodhungama.com/celebritymicro/images/id/5678/category/parties/type/view/imageid/1226332/ Source license statement: CC BY 3.0. An approved cutout for this exact subject already exists in the production icon catalog; preserve it unless a replacement is reviewed intentionally.","category-movie-clapperboard-v3","2026-09-19"
"Rajkummar Rao","rajkummar-rao","actor","approved","https://commons.wikimedia.org/wiki/File:Actor_Rajkummar_Rao.jpg","https://upload.wikimedia.org/wikipedia/commons/4/4d/Actor_Rajkummar_Rao.jpg","Deepak Naik","23 April 2023, 10:15:48","5426","8132","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","Exact subject; very high-resolution CC0 portrait with clean subject separation.","Exact subject; very high-resolution CC0 portrait with clean subject separation.","Reviewed provider spelling or alias: ""RAJKUMAAR RAO"" maps exactly to ""Rajkummar Rao"". Inventory spelling normalized to Rajkummar Rao. https://pixabay.com/photos/actor-rajkumar-rao-rajkumar-rao-7982250/ Source license statement: CC0.","category-movie-clapperboard-v3","2026-09-19"
"Ramesh Aravind","ramesh-aravind","actor","approved","https://commons.wikimedia.org/wiki/File:Ramesh_Aravind.jpg","https://upload.wikimedia.org/wikipedia/commons/7/75/Ramesh_Aravind.jpg","Punithshivanna","2019-11-20 13:35:04","3000","4000","CC-BY-SA-4.0","https://creativecommons.org/licenses/by-sa/4.0/","Exact Ramesh Aravind at a radio interview; high-resolution vertical photograph is well suited to a face/shoulders cutout.","Exact Ramesh Aravind at a radio interview; high-resolution vertical photograph is well suited to a face/shoulders cutout.","Self-published Commons source with matching camera EXIF and explicit depicts statement. Retain attribution, change notice, and share-alike. Source license statement: CC BY-SA 4.0.","category-movie-clapperboard-v3","2026-09-19"
"Ranbir Kapoor","ranbir-kapoor","actor","approved","https://commons.wikimedia.org/wiki/File:Ranbir_Kapoor_in_April_2024.jpg","https://upload.wikimedia.org/wikipedia/commons/0/0b/Ranbir_Kapoor_in_April_2024.jpg","Bollywood Hungama","27 April 2024","585","677","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0/","Exact subject; clean solo mid-shot with enough face detail for a square crop.","Exact subject; clean solo mid-shot with enough face detail for a square crop.","File-page license and exact identity verified; retain attribution and any ShareAlike obligations. https://stat4.bollywoodhungama.in/wp-content/uploads/2024/04/Photos-Ranbir-Kapoor-snapped-at-Kalina-airport-1.jpg Source license statement: CC BY 3.0.","category-movie-clapperboard-v3","2026-09-19"
"Randeep Hooda","randeep-hooda","actor","conditional","https://commons.wikimedia.org/wiki/File:Randeep_Hooda_promote_Old_Spice.jpg","https://upload.wikimedia.org/wikipedia/commons/5/5b/Randeep_Hooda_promote_Old_Spice.jpg","Bollywood Hungama","16 April 2016","229","305","CC-BY-4.0","https://creativecommons.org/licenses/by/4.0/","Exact subject and face-forward crop, but only 229×305 pixels; require an icon-size sharpness check.","Exact subject and face-forward crop, but only 229×305 pixels; require an icon-size sharpness check.","File-page license and exact identity verified; retain attribution and any ShareAlike obligations. http://www.bollywoodhungama.com/more/photos/view/stills/parties-and-events/id/2691314 Source license statement: CC BY 3.0 / CC BY 4.0.","category-movie-clapperboard-v3","2026-09-19"
"Ranjit Bawa","ranjit-bawa","singer","conditional","https://commons.wikimedia.org/wiki/File:Ranjit_Bawa_lnterview.jpg","https://upload.wikimedia.org/wikipedia/commons/b/bf/Ranjit_Bawa_lnterview.jpg","ABP Sanjha","2022-04-23","903","720","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0/","Exact interview still and usable resolution.","Exact interview still and usable resolution.","YouTube-origin screenshot. Commons lists CC BY 3.0, but the raw file page does not expose the explicit review marker seen on the older reviewed ABP Sanjha files; retain conditionally. Source license statement: CC BY 3.0.","category-music-microphone-v3","2026-09-19"
"Ranveer Singh","ranveer-singh","actor","approved","https://commons.wikimedia.org/wiki/File:Ranveer_Singh_in_2023_(1)_(cropped).jpg","https://upload.wikimedia.org/wikipedia/commons/3/32/Ranveer_Singh_in_2023_%281%29_%28cropped%29.jpg","Bollywood Hungama","12 February 2023","308","402","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0/","Exact subject; centered head-and-shoulders crop with adequate face detail.","Exact subject; centered head-and-shoulders crop with adequate face detail.","File-page license and exact identity verified; retain attribution and any ShareAlike obligations. https://stat4.bollywoodhungama.in/wp-content/uploads/2023/02/Photos-Celebs-attend-Sidharth-Malhotra-and-Kiara-Advanis-wedding-reception-48.jpg Source license statement: CC BY 3.0.","category-movie-clapperboard-v3","2026-09-19"
"Ravinder Grewal","ravinder-grewal","singer","conditional","https://commons.wikimedia.org/wiki/File:Ravinder_Singh_Grewal.jpg","https://upload.wikimedia.org/wikipedia/commons/7/72/Ravinder_Singh_Grewal.jpg","Harvinder Chandigarh","2024-03-08","341","512","CC-BY-4.0","https://creativecommons.org/licenses/by/4.0/","Exact conference portrait, but only 341 x 512.","Exact conference portrait, but only 341 x 512.","Commons page clearly identifies the singer at the 33rd World Punjabi Conference. Attribution and change disclosure are required. Source license statement: CC BY 4.0.","category-music-microphone-v3","2026-09-19"
"Rishi Kapoor","rishi-kapoor","actor","conditional","https://commons.wikimedia.org/wiki/File:Rishi_Kapoor.jpg","https://upload.wikimedia.org/wikipedia/commons/1/13/Rishi_Kapoor.jpg","Bollywood Hungama","Not stated on file page","241","314","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0/","Exact subject; clean close portrait, but only 241×314 pixels and requires upscaling.","Exact subject; clean close portrait, but only 241×314 pixels and requires upscaling.","File-page license and exact identity verified; retain attribution and any ShareAlike obligations. https://www.bollywoodhungama.com/news/parties-and-events/premiere-of-do-dooni-chaar/premiere-of-do-dooni-chaar-4/ Source license statement: CC BY 3.0.","category-movie-clapperboard-v3","2026-09-19"
"Runa Laila","runa-laila","singer","approved","https://commons.wikimedia.org/wiki/File:Runa_Laila_2023.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Runa_Laila_2023.jpg","Aashaa","","3000","4000","CC-BY-SA-4.0","https://creativecommons.org/licenses/by-sa/4.0/","confirmed Commons self-published own-work declaration; exact artist named on the file page","High-resolution vertical portrait with excellent crop latitude","APPROVED FOR PORTRAIT DESIGN Keep author credit, source, license link, modification notice, and compatible share-alike terms Source license statement: CC BY-SA 4.0.","category-music-microphone-v3","2026-09-19"
"Saif Ali Khan","saif-ali-khan","actor","approved","https://commons.wikimedia.org/wiki/File:Saif_Ali_Khan_promoting_Jawaani_Jaaneman.jpeg","https://upload.wikimedia.org/wikipedia/commons/9/94/Saif_Ali_Khan_promoting_Jawaani_Jaaneman.jpeg","Bollywood Hungama","2020","286","400","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0/","Exact subject; close solo promotional-event portrait with usable facial detail.","Exact subject; close solo promotional-event portrait with usable facial detail.","File-page license and exact identity verified; retain attribution and any ShareAlike obligations. Image Source license statement: CC BY 3.0.","category-movie-clapperboard-v3","2026-09-19"
"Salman Khan","salman-khan","actor","approved","https://commons.wikimedia.org/wiki/File:Salman_Khan_snapped_at_the_Angry_Young_Men_trailer_launch.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a4/Salman_Khan_snapped_at_the_Angry_Young_Men_trailer_launch.jpg","Bollywood Hungama","22 August 2024","506","542","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0/","Exact subject; centered recent close headshot with clean hair and shoulder edges.","Exact subject; centered recent close headshot with clean hair and shoulder edges.","File-page license and exact identity verified; retain attribution and any ShareAlike obligations. https://www.bollywoodhungama.com/news/parties-and-events/photos-arbaaz-khan-atul-agnihotri-snapped-angry-young-men-trailer-launch-starring-javed-akhtar-salim-khan/photos-salman-khan-arbaaz-khan-atul-agnihotri-and-more-snapped-at-the-angry-young-men-trailer-launch-starring-javed-akhtar-099/ Source license statement: CC BY 3.0.","category-movie-clapperboard-v3","2026-09-19"
"Sanjay Dutt","sanjay-dutt","actor","approved","https://commons.wikimedia.org/wiki/File:Sanjay_dutt_department.jpg","https://upload.wikimedia.org/wikipedia/commons/3/33/Sanjay_dutt_department.jpg","Bollywood Hungama","31 May 2012","585","682","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0/","Exact subject; clear seated solo portrait with usable face scale and outline.","Exact subject; clear seated solo portrait with usable face scale and outline.","File-page license and exact identity verified; retain attribution and any ShareAlike obligations. http://www.bollywoodhungama.com/celebritymicro/images/id/6447/category/parties/type/view/imageid/1433589/ Source license statement: CC BY 3.0.","category-movie-clapperboard-v3","2026-09-19"
"Sanjay Mishra","sanjay-mishra","actor","approved","https://commons.wikimedia.org/wiki/File:Sanjay_Mishra_Guthlee-Ladoo_(cropped).jpg","https://upload.wikimedia.org/wikipedia/commons/d/de/Sanjay_Mishra_Guthlee-Ladoo_%28cropped%29.jpg","Bollywood Hungama","1 August 2023","348","261","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0/","Exact subject; tight head-and-shoulders crop, sufficient for guide-size use.","Exact subject; tight head-and-shoulders crop, sufficient for guide-size use.","File-page license and exact identity verified; retain attribution and any ShareAlike obligations. page direct link Source license statement: CC BY 3.0.","category-movie-clapperboard-v3","2026-09-19"
"Sarbjit Cheema","sarbjit-cheema","singer","conditional","https://commons.wikimedia.org/wiki/File:Sarabjit_Cheema_%28cropped%29.jpg","https://upload.wikimedia.org/wikipedia/commons/0/0f/Sarabjit_Cheema_%28cropped%29.jpg","Jagdeepname","2021-07-27","224","334","CC-BY-SA-4.0","https://creativecommons.org/licenses/by-sa/4.0/","Exact identity, but only 224 x 334 and extracted from a visibly watermarked group photograph.","Exact identity, but only 224 x 334 and extracted from a visibly watermarked group photograph.","Legally free on the Commons page, but not recommended for production. Do not remove the source watermark without a separately reviewed workflow; retain share-alike if used. Source license statement: CC BY-SA 4.0.","category-music-microphone-v3","2026-09-19"
"Sardool Sikander","sardool-sikander","singer","no_verified_free_portrait","","","","","","","","","No verified free Commons portrait located.","No verified free Commons portrait located.","The English Wikipedia article uses a local wikipedia/en image, not a Commons original; it is treated as non-free/fair-use and rejected. Commons exact-name search produced no exact alternative.","category-music-microphone-v3","2026-09-19"
"Satinder Sartaaj","satinder-sartaaj","singer","approved","https://commons.wikimedia.org/wiki/File:Satinder_Sartaaj_%2818th_IIFA_Awards%2C_2017%29.jpg","https://upload.wikimedia.org/wikipedia/commons/9/9d/Satinder_Sartaaj_%2818th_IIFA_Awards%2C_2017%29.jpg","Laura Lee Dooley; extraction/edit by Gpkp","2017-07-15T22:13:00","1458","2580","CC-BY-SA-4.0","https://creativecommons.org/licenses/by-sa/4.0/","Clear, subject-focused, high-resolution event portrait.","Clear, subject-focused, high-resolution event portrait.","Extracted in Photoshop by Commons user Gpkp from Laura Lee Dooley's Flickr photograph. Credit both roles, disclose further edits, and retain share-alike. Source license statement: CC BY-SA 4.0.","category-music-microphone-v3","2026-09-19"
"Satwinder Bitti","satwinder-bitti","singer","no_verified_free_portrait","","","","","","","","","No exact freely reusable portrait located.","No exact freely reusable portrait located.","Exact-name Commons bitmap search and English Wikipedia/Wikidata image check on 2026-09-19 found no acceptable file.","category-music-microphone-v3","2026-09-19"
"Shaan","shaan","singer","approved","https://commons.wikimedia.org/wiki/File:Singer_Shantanu_Mukkerjee_alias_Shaan.jpg","https://upload.wikimedia.org/wikipedia/commons/8/88/Singer_Shantanu_Mukkerjee_alias_Shaan.jpg","CreativoCamaal","","1875","1250","CC-BY-4.0","https://creativecommons.org/licenses/by/4.0","Singer Shantanu Mukkerjee alias Shaan","High-resolution close portrait; clear face and neutral background blur.","Research identity label normalized from ""Shaan (Shantanu Mukherjee)"" to ""Shaan""; keep the identity evidence when reviewing namesakes. Match only as reviewed alias: SHAAN → Shaan (Shantanu Mukherjee) Exact subject is identified by the Commons file title/description and visually matches the named singer. Attribute author/source, retain license link, and identify background removal/cropping as modifications. Copyright license does not waive personality/publicity rights; use as factual EPG identification, not endorsement, and review local requirements before commercial release. not required; neutral microphone remains safe fallback Source license statement: CC BY 4.0.","category-music-microphone-v3","2026-09-19"
"Shakti Kapoor","shakti-kapoor","actor","approved","https://commons.wikimedia.org/wiki/File:01_Shakti_Kapoor_2023_(profile).jpeg","https://upload.wikimedia.org/wikipedia/commons/f/fa/01_Shakti_Kapoor_2023_%28profile%29.jpeg","Ayurvedagram The Heart of Healing","10 April 2023","820","1150","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0/","Exact subject; high-resolution profile portrait with a clean silhouette.","Exact subject; high-resolution profile portrait with a clean silhouette.","File-page license and exact identity verified; retain attribution and any ShareAlike obligations. YouTube: Shakti Kapoor at Ayurvedagram – View/save archived versions on archive.org Source license statement: CC BY 3.0.","category-movie-clapperboard-v3","2026-09-19"
"Shammi Kapoor","shammi-kapoor","actor","conditional","https://commons.wikimedia.org/wiki/File:Shammi_Kapoor_still19.jpg","https://upload.wikimedia.org/wikipedia/commons/9/99/Shammi_Kapoor_still19.jpg","Bollywood Hungama","Not stated on file page","258","276","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0/","Exact subject and close headshot, but only 258×276 pixels; verify softness after enlargement.","Exact subject and close headshot, but only 258×276 pixels; verify softness after enlargement.","File-page license and exact identity verified; retain attribution and any ShareAlike obligations. http://www.bollywoodhungama.com/stills/partiesnevents/Pran%27s_90th_birthday_bash/still97468.html Source license statement: CC BY 3.0.","category-movie-clapperboard-v3","2026-09-19"
"Shankar Nag","shankar-nag","actor","no_verified_free_portrait","","","","","","","","","No exact reusable real portrait was verified. The Commons result is a photograph of a bronze statue, not the real person; File:Shankar.jpg depicts Malayalam actor Shankar Panikkar, not Shankar Nag.","No exact reusable real portrait was verified. The Commons result is a photograph of a bronze statue, not the real person; File:Shankar.jpg depicts Malayalam actor Shankar Panikkar, not Shankar Nag.","Rejected evidence: https://commons.wikimedia.org/wiki/File:Bronze_Statue_of_Shankara_Nag,_80_feet_Road,_TippaSandra_Entrance_Bus_Stop,_Indiranagar,_Bengaluru.jpg and https://commons.wikimedia.org/wiki/File:Shankar.jpg . Use the neutral movie fallback, never the name-collision image.","category-movie-clapperboard-v3","2026-09-19"
"Sharman Joshi","sharman-joshi","actor","approved","https://commons.wikimedia.org/wiki/File:Sharman_Joshi_partyy.jpg","https://upload.wikimedia.org/wikipedia/commons/1/1b/Sharman_Joshi_partyy.jpg","Bollywood Hungama","2010","600","893","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0/","Exact subject; clean solo full-body image. Crop to head/upper chest and verify face sharpness at guide size.","Exact subject; clean solo full-body image. Crop to head/upper chest and verify face sharpness at guide size.","File-page license and exact identity verified; retain attribution and any ShareAlike obligations. Misti Mukherjee's album launch - Still 95811 Source license statement: CC BY 3.0.","category-movie-clapperboard-v3","2026-09-19"
"Sharry Maan","sharry-maan","singer","approved","https://commons.wikimedia.org/wiki/File:Sharry_Mann-_41365566410_%28cropped%29.jpg","https://upload.wikimedia.org/wikipedia/commons/0/08/Sharry_Mann-_41365566410_%28cropped%29.jpg","Andrew Scheer","2018-07-01T18:22:46","1999","2503","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","High-resolution Commons crop from an event photograph explicitly naming Sharry Mann/Maan.","High-resolution Commons crop from an event photograph explicitly naming Sharry Mann/Maan.","Commons marks the source CC0. Filename uses 'Mann', while the audited canonical subject is 'Sharry Maan'; article/Wikidata usage confirms the same performer. Source license statement: CC0 1.0.","category-music-microphone-v3","2026-09-19"
"Shatrughan Sinha","shatrughan-sinha","actor","approved","https://commons.wikimedia.org/wiki/File:Shatrughan_Sinha_00451_(cropped).JPG","https://upload.wikimedia.org/wikipedia/commons/8/8f/Shatrughan_Sinha_00451_%28cropped%29.JPG","Biswarup Ganguly","17 October 2003","1213","1753","CC-BY-SA-3.0","https://creativecommons.org/licenses/by-sa/3.0/","Exact subject; high-resolution close portrait with clear hair and shoulder edges.","Exact subject; high-resolution close portrait with clear hair and shoulder edges.","File-page license and exact identity verified; retain attribution and any ShareAlike obligations. Own work Source license statement: CC BY-SA 3.0 / GFDL.","category-movie-clapperboard-v3","2026-09-19"
"Sheera Jasvir","sheera-jasvir","singer","no_verified_free_portrait","","","","","","","","","No exact freely reusable portrait located.","No exact freely reusable portrait located.","Exact-name Commons bitmap search and English Wikipedia/Wikidata image check on 2026-09-19 found no acceptable file.","category-music-microphone-v3","2026-09-19"
"Shiva Rajkumar","shiva-rajkumar","actor","approved","https://commons.wikimedia.org/wiki/File:ShivR_(cropped).jpg","https://upload.wikimedia.org/wikipedia/commons/6/61/ShivR_(cropped).jpg","Imjustreallytired","2019-01-17","264","334","CC-BY-SA-4.0","https://creativecommons.org/licenses/by-sa/4.0/","Exact Shiva Rajkumar, already extracted from the uploader's File:ShivR.jpg. Low resolution but adequate for a small TV-guide tile.","Exact Shiva Rajkumar, already extracted from the uploader's File:ShivR.jpg. Low resolution but adequate for a small TV-guide tile.","Self-published Commons source. Attribute the photographer, record further crop/background removal, and retain share-alike. Source license statement: CC BY-SA 4.0.","category-movie-clapperboard-v3","2026-09-19"
"Shreya Ghoshal","shreya-ghoshal","singer","approved","https://commons.wikimedia.org/wiki/File:Shreya_ghoshal_song_saali_khushi_(cropped).jpg","https://upload.wikimedia.org/wikipedia/commons/0/0b/Shreya_ghoshal_song_saali_khushi_%28cropped%29.jpg","Bollywood Hungama","","467","622","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0","Shreya ghoshal dubbing a song for 'saali khushi'","Clean cropped solo portrait with a clear face and no embedded watermark over the subject.","No correction needed A heavily branded Behindwoods image was rejected in favor of this cleaner licensed portrait. Attribute author/source, retain license link, and identify background removal/cropping as modifications. Copyright license does not waive personality/publicity rights; use as factual EPG identification, not endorsement, and review local requirements before commercial release. not required; neutral microphone remains safe fallback Source license statement: CC BY 3.0.","category-music-microphone-v3","2026-09-19"
"Sidhu Moose Wala","sidhu-moose-wala","singer","approved","https://commons.wikimedia.org/wiki/File:Sidhu_Moose_Wala_during_the_shooting_of_his_film_Moosa_Jatt_%28cropped%29.jpg","https://upload.wikimedia.org/wikipedia/commons/7/7a/Sidhu_Moose_Wala_during_the_shooting_of_his_film_Moosa_Jatt_%28cropped%29.jpg","Shekha Gill","2020-12-09T13:46:26","2419","2849","CC-BY-SA-4.0","https://creativecommons.org/licenses/by-sa/4.0/","Clear, high-resolution, subject-focused portrait with exact identity.","Clear, high-resolution, subject-focused portrait with exact identity.","Prepared for a future exact match. No Sidhu Moose Wala channel exists in the reviewed inventories, so this source must not be fuzzy-bound to another Sidhu. Uploader-licensed Commons crop from the Moosa Jatt shoot. Attribute Shekha Gill, disclose further edits, and retain CC BY-SA 4.0. Added manually because the subject is absent from the audit snapshot. Source license statement: CC BY-SA 4.0.","category-music-microphone-v3","2026-09-19"
"Sohail Khan","sohail-khan","actor","approved","https://commons.wikimedia.org/wiki/File:SohailKhan.jpg","https://upload.wikimedia.org/wikipedia/commons/5/5c/SohailKhan.jpg","Bollywood Hungama","27 January 2006","585","439","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0/","Exact subject; solo head-and-shoulders event portrait with a straightforward crop.","Exact subject; solo head-and-shoulders event portrait with a straightforward crop.","File-page license and exact identity verified; retain attribution and any ShareAlike obligations. http://www.bollywoodhungama.com/more/photos/view/stills/parties-and-events/id/1143714 Source license statement: CC BY 3.0.","category-movie-clapperboard-v3","2026-09-19"
"Sonu Kakkar","sonu-kakkar","singer","approved","https://commons.wikimedia.org/wiki/File:Sonu_Kakkar.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a4/Sonu_Kakkar.jpg","Bollywood Hungama","","585","881","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0","Sonu Kakkar at NBC newmakers achievers award 2013.","Solo event portrait with adequate face detail and clean full-body silhouette.","No correction needed Exact subject is identified by the Commons file title/description and visually matches the named singer. Attribute author/source, retain license link, and identify background removal/cropping as modifications. Copyright license does not waive personality/publicity rights; use as factual EPG identification, not endorsement, and review local requirements before commercial release. not required; neutral microphone remains safe fallback Source license statement: CC BY 3.0.","category-music-microphone-v3","2026-09-19"
"Sonu Sood","sonu-sood","actor","approved","https://commons.wikimedia.org/wiki/File:IIFA_2017_Green_Carpet_(35586582163).jpg","https://upload.wikimedia.org/wikipedia/commons/e/e5/IIFA_2017_Green_Carpet_%2835586582163%29.jpg","Laura Lee Dooley from Arlington, VA, USA","15 July 2017, 21:37","5184","3456","CC-BY-2.0","https://creativecommons.org/licenses/by/2.0/","Exact subject; high-resolution solo IIFA red-carpet photo with ample crop room.","Exact subject; high-resolution solo IIFA red-carpet photo with ample crop room.","File-page license and exact identity verified; retain attribution and any ShareAlike obligations. IIFA 2017 Green Carpet Source license statement: CC BY 2.0.","category-movie-clapperboard-v3","2026-09-19"
"Steven Seagal","steven-seagal","actor","approved","https://commons.wikimedia.org/wiki/File:Steven_Seagal_by_Gage_Skidmore.jpg","https://upload.wikimedia.org/wikipedia/commons/5/5c/Steven_Seagal_by_Gage_Skidmore.jpg","Gage Skidmore","2012-10-27","2250","2760","CC-BY-SA-3.0","https://creativecommons.org/licenses/by-sa/3.0/","Exact subject in a high-resolution convention portrait; crop face and upper torso while keeping the hairline.","Exact subject in a high-resolution convention portrait; crop face and upper torso while keeping the hairline.","Attribution, license link, and modification notice required. Any adapted/cutout version must remain under CC BY-SA 3.0 or a compatible license. Source license statement: CC BY-SA 3.0.","category-movie-clapperboard-v3","2026-09-19"
"Sudeep","sudeep","actor","approved","https://commons.wikimedia.org/wiki/File:Sudeep_interview_TeachAIDS.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e4/Sudeep_interview_TeachAIDS.jpg","TeachAIDS","2013-03-15 17:54:26","2112","2475","CC-BY-SA-2.0","https://creativecommons.org/licenses/by-sa/2.0/","Exact Kannada actor Sudeep (also credited as Sudeepa) during a TeachAIDS interview; strong portrait-scale source.","Exact Kannada actor Sudeep (also credited as Sudeepa) during a TeachAIDS interview; strong portrait-scale source.","Flickr-origin license was reviewed by FlickreviewR on 2015-06-30. Attribute TeachAIDS, mention the cutout modification, and retain share-alike. Source license statement: CC BY-SA 2.0.","category-movie-clapperboard-v3","2026-09-19"
"Sukhwinder Singh","sukhwinder-singh","singer","conditional","https://commons.wikimedia.org/wiki/File:Sukhwinder_Singh_%28singer%29.jpg","https://upload.wikimedia.org/wikipedia/commons/1/1d/Sukhwinder_Singh_%28singer%29.jpg","Bollywood Hungama","2017-07-08","585","967","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0/","Exact portrait, but Commons explicitly flags a visible digital watermark and the file is only 585 px wide.","Exact portrait, but Commons explicitly flags a visible digital watermark and the file is only 585 px wide.","Bollywood Hungama VRT permission is confirmed, but the watermark makes it unsuitable for the requested clean icon. Do not remove it without a legally reviewed replacement workflow. Source license statement: CC BY 3.0.","category-music-microphone-v3","2026-09-19"
"Sukshinder Shinda","sukshinder-shinda","singer","conditional","https://commons.wikimedia.org/wiki/File:Photoshute_pic_2014-05-08_11-52.jpg","https://upload.wikimedia.org/wikipedia/commons/4/4e/Photoshute_pic_2014-05-08_11-52.jpg","Junu rain khan","2014-05-08 (upload; source date blank)","360","541","CC-BY-SA-3.0","https://creativecommons.org/licenses/by-sa/3.0/","Article/Wikidata usage identifies Sukshinder Shinda, but the file is only 360 x 541 and its description is merely 'photoshute pic'.","Article/Wikidata usage identifies Sukshinder Shinda, but the file is only 360 x 541 and its description is merely 'photoshute pic'.","Uploader claims own work. Weak descriptive provenance and low resolution require human identity/rights review; retain share-alike if used. Source license statement: CC BY-SA 3.0.","category-music-microphone-v3","2026-09-19"
"Sunanda Sharma","sunanda-sharma","singer","approved","https://commons.wikimedia.org/wiki/File:Sunanda_Sharma_%28singer%29.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a4/Sunanda_Sharma_%28singer%29.jpg","Bb Entertainment","2019-12-14","813","893","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0/","Clear, exact close portrait with adequate small-icon resolution.","Clear, exact close portrait with adequate small-icon resolution.","YouTube-origin still; Commons records a completed license review. Source license statement: CC BY 3.0.","category-music-microphone-v3","2026-09-19"
"Sunidhi Chauhan","sunidhi-chauhan","singer","approved","https://commons.wikimedia.org/wiki/File:Sunidhi_Chauhan_performing_in_Delhi.jpg","https://upload.wikimedia.org/wikipedia/commons/c/cb/Sunidhi_Chauhan_performing_in_Delhi.jpg","GaiusAugustine","","900","1500","CC-BY-4.0","https://creativecommons.org/licenses/by/4.0","Indian playback singer Sunidhi Chauhan performing in Delhi for her I AM HOME concert tour","Strong contemporary live-performance portrait with clear facial and body detail.","No correction needed Exact subject is identified by the Commons file title/description and visually matches the named singer. Attribute author/source, retain license link, and identify background removal/cropping as modifications. Copyright license does not waive personality/publicity rights; use as factual EPG identification, not endorsement, and review local requirements before commercial release. not required; neutral microphone remains safe fallback Source license statement: CC BY 4.0.","category-music-microphone-v3","2026-09-19"
"Suniel Shetty","suniel-shetty","actor","approved","https://commons.wikimedia.org/wiki/File:Sunil_Shetty.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d6/Sunil_Shetty.jpg","Vaikoovery","20 November 2011, 08:27:34","2436","3000","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0/","Exact subject; high-resolution solo portrait with clear outline.","Exact subject; high-resolution solo portrait with clear outline.","File-page license and exact identity verified; retain attribution and any ShareAlike obligations. Own work Source license statement: GFDL / CC BY 3.0.","category-movie-clapperboard-v3","2026-09-19"
"Surjit Bindrakhia","surjit-bindrakhia","singer","conditional","https://commons.wikimedia.org/wiki/File:Surjit_Bindrakhia.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b7/Surjit_Bindrakhia.jpg","Gitajbindrakhia","2020-04-28","1320","2048","CC-BY-SA-4.0","https://creativecommons.org/licenses/by-sa/4.0/","Excellent centered portrait and exact identity, but provenance metadata is internally inconsistent.","Excellent centered portrait and exact identity, but provenance metadata is internally inconsistent.","Commons claims 'own work' dated 2020 although Surjit Bindrakhia died in 2003. This is likely later digitization, but the page does not explain it. Require provenance/legal review; retain share-alike if approved. Source license statement: CC BY-SA 4.0.","category-music-microphone-v3","2026-09-19"
"Surjit Khan","surjit-khan","singer","conditional","https://commons.wikimedia.org/wiki/File:Surjit_Khan_Singer.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c2/Surjit_Khan_Singer.jpg","ItsMannatSharma","2021-03-01T15:29:38","1080","1080","CC-BY-SA-4.0","https://creativecommons.org/licenses/by-sa/4.0/","Exact square portrait with useful resolution, but it has the look of promotional artwork and lacks independent provenance on the file page.","Exact square portrait with useful resolution, but it has the look of promotional artwork and lacks independent provenance on the file page.","Uploader claims own work. Require a human ownership/identity check before production; retain share-alike and disclose changes if used. Source license statement: CC BY-SA 4.0.","category-music-microphone-v3","2026-09-19"
